Time,Frame,V (cm/s),Vx (cm/s),Vy (cm/s),X (cm),Y (cm)
18:24:11.549166,207,0.46912508546945964,-0.026763487862392705,0.4683610375919066,13.985878333333332,8.838861666666666
18:24:11.631925,208,0.3249210345111384,-0.04030149427805137,0.3224119542243193,13.982543333333332,8.865541666666665
18:24:11.717815,209,0.49240307674502565,-0.02588013113977488,0.4917224916557668,13.980319999999999,8.907785
18:24:11.799302,210,0.48373468984259127,-0.013815353368935688,0.48353736791317314,13.979208333333332,8.946693333333332
18:24:12.111054,212,0.21799325007561138,0.01426400520878662,0.21752607943401117,13.983654999999999,9.014505
18:24:12.196120,213,0.4810381503480713,0.05170286694314166,0.4782515192240934,13.988101666666665,9.055636666666667
18:24:12.286770,214,0.39383679765698826,0.03676100580271629,0.3921173952288832,13.991436666666667,9.09121
18:24:12.369053,215,0.45317483998503466,0.08106637983192816,0.4458650890756164,13.998106666666667,9.127894999999999
18:24:12.454977,216,0.46833738044906315,0.05171921164088362,0.46547290476797465,14.002553333333333,9.167914999999999
18:24:12.541522,217,0.45797170387714786,0.05200112582331854,0.4550098509540705,14.007,9.206823333333332
18:24:12.631993,218,0.42194975085832015,0.08508739963677046,0.4132816553785698,14.014781666666666,9.24462
18:24:12.719232,219,0.5341095028162698,0.07733861810058885,0.5284805570207234,14.021451666666666,9.290198333333333
18:24:12.808539,220,0.37433943125876556,0.06154102340741127,0.36924614044442566,14.02701,9.323548333333333
18:24:12.893829,221,0.40921660153615647,0.06516055747010907,0.40399545631477846,14.032568333333332,9.35801
18:24:12.975370,222,0.4676286359757486,0.05946567562903422,0.463832269906398,14.038126666666665,9.401364999999998
18:24:13.091924,223,0.24022753662147356,0.06320804623566637,0.23176283619746132,14.044796666666665,9.425821666666666
18:24:13.186807,224,0.3134704109644286,0.07866921105045684,0.3034383854803253,14.052578333333333,9.455836666666666
18:24:13.281920,225,0.474179507180649,0.07395425622805483,0.46837695611103497,14.059248333333333,9.49808
18:24:13.598856,227,0.2006241615853947,0.0527877089355664,0.1935549327637415,14.075923333333332,9.559221666666666
18:24:13.686095,228,0.5201799008702869,0.06297005294921787,0.5163544341835307,14.081481666666667,9.6048
18:24:13.782065,229,0.4210064239458385,0.05791716803839731,0.4170036098765515,14.087039999999998,9.64482
18:24:13.879091,230,0.381944921338143,0.0926352502262135,0.3705410009047947,14.095933333333333,9.680393333333333
18:24:13.986087,231,0.4097919122209196,0.08234528490515447,0.40143326391265444,14.104826666666666,9.723748333333333
18:24:14.094085,232,0.4186444301968964,0.020397425737086767,0.4181472276103048,14.10705,9.769326666666666
18:24:14.212094,233,0.2794501571522349,0.08551431355647579,0.26604453106458237,14.117054999999999,9.800453333333333
18:24:14.321111,234,0.43807099598089094,0.09178861658730697,0.4283468774074093,14.12706,9.847143333333332
18:24:14.418111,235,0.4699010783728228,0.10314901720377269,0.4584400764612945,14.137064999999998,9.89161
18:24:14.511083,236,0.39572230919185275,0.16734521286451248,0.3585968847096463,14.152628333333332,9.92496
18:24:14.606083,237,0.45399403795247684,0.15049266540045234,0.4283252784474231,14.167079999999999,9.966091666666665
18:24:14.719091,238,0.40152080589276323,0.11808158702689253,0.38376515783742593,14.180419999999998,10.009446666666665
18:24:14.814093,239,0.4194777703621926,0.16382697897452791,0.3861635932970844,14.195983333333333,10.046131666666666
18:24:14.909086,240,0.5251807880867669,0.1273750506957026,0.5095002027827906,14.208211666666667,10.095044999999999
18:24:15.318089,242,0.20852696001460497,0.06266360331786311,0.1988888279219176,14.23378,10.176196666666666
18:24:15.414111,243,0.46636692484278847,0.11583404831109238,0.45175278841328986,14.244896666666666,10.219551666666666
18:24:15.524086,244,0.4264916247054894,0.10105982627366343,0.41434528772204593,14.256013333333332,10.26513
18:24:15.636088,245,0.32994000052851863,0.08932979579151616,0.3176170517031554,14.266018333333331,10.300703333333333
18:24:15.730084,246,0.4105282906588589,0.08278422882922723,0.402094825741932,14.2738,10.3385
18:24:15.831092,247,0.4195489493927451,0.03301954507257117,0.4182475709191347,14.277135,10.380743333333331
18:24:15.926111,248,0.3095133828747775,0.0354776954214693,0.3074733603195081,14.28047,10.409646666666665
18:24:16.027112,249,0.34138347331113694,0.011006644933514886,0.34120599293869874,14.281581666666666,10.444108333333332
18:24:16.123086,250,0.4059645572540159,0.02316019295740119,0.40530337675453076,14.283805,10.483016666666666
18:24:16.217111,251,0.2555457257818341,0.07020381001613164,0.24571333505649065,14.290474999999999,10.506361666666667
18:24:16.313111,252,0.30784818253954227,0.046810527814656076,0.30426843079526444,14.294921666666665,10.535264999999999
18:24:16.407092,253,0.34401002835991124,0.011460635693144703,0.3438190707940674,14.296033333333334,10.568614999999998
18:24:16.503086,254,0.2513035473283683,-0.011953290777315015,0.25101910632343183,14.294921666666665,10.59196
18:24:16.599089,255,0.2952290905523914,0.057899188219503545,0.2894959410974783,14.300479999999999,10.619751666666666
18:24:17.026084,257,0.13195462048789297,0.02337615666098376,0.12986753700546189,14.310485,10.675335
18:24:17.118085,258,0.364312681646874,0.036250466710364936,0.362504667103773,14.313819999999998,10.708685000000001
18:24:17.222082,259,0.3754676777647761,0.032065368219815926,0.3740959625644219,14.317155,10.747593333333333
18:24:17.318090,260,0.24824532788187947,0.035107190948619804,0.24575033664041845,14.320489999999998,10.770938333333332
18:24:17.416089,261,0.31521417250467804,0.02245807990533701,0.31441311867473726,14.322713333333331,10.802064999999999
18:24:17.509082,262,0.37056436389864755,0.0,0.37056436389864755,14.322713333333331,10.836526666666666
18:24:17.598084,263,0.25765482805922024,-0.05053026907866346,0.2526513453933389,14.318266666666664,10.85876
18:24:17.701087,264,0.26104574026245325,-0.03237873910908778,0.2590299128727758,14.314931666666666,10.88544
18:24:17.796110,265,0.3260717534410627,-0.034737442422986056,0.32421612928113075,14.311596666666665,10.916566666666665
18:24:17.892089,266,0.19990494880771092,-0.03474054827860786,0.19686310691217707,14.308261666666667,10.935464999999999
18:24:18.015088,267,0.18427530798620256,-0.02733548265053893,0.1822365510035566,14.304926666666665,10.957698333333333
18:24:18.127087,268,0.2628030531895859,-0.04962967163815335,0.25807429251837033,14.299368333333332,10.986601666666665
18:24:18.239088,269,0.14654592893849558,-0.0694773989762329,0.12902945524159956,14.291586666666667,11.001053333333333
18:24:18.348087,270,0.18072165246851726,-0.05099356434272561,0.17337811876524623,14.286028333333332,11.019951666666666
18:24:18.872087,272,0.07849602194677714,-0.025458169280037402,0.0742529937334373,14.272688333333331,11.05886
18:24:18.990085,273,0.131216648654975,-0.04710403172414858,0.12247048248281522,14.26713,11.073311666666667
18:24:19.093082,274,0.19270522679166585,-0.06413617626897573,0.18171916609544037,14.26046,11.09221
18:24:19.205084,275,0.1926380028011962,-0.09013295599673007,0.17025113910492698,14.250454999999999,11.111108333333334
18:24:19.317088,276,0.21971243904719695,-0.06947917376601084,0.2084375212980156,14.242673333333332,11.134453333333333
18:24:19.439089,277,0.12486939702620423,-0.04482550117832453,0.11654630306363155,14.237114999999998,11.148905
18:24:19.535086,278,0.1804714793040519,-0.09458463770908337,0.15370003627727055,14.228221666666665,11.163356666666667
18:24:19.647089,279,0.12906599574284347,-0.04964076759340854,0.1191378422241602,14.222663333333331,11.176696666666667
18:24:19.735084,280,0.23599327462216005,-0.06316215184739228,0.2273837466506725,14.217105,11.196706666666666
18:24:19.855088,281,0.14526005253452373,-0.045935261904485644,0.1378057857134413,14.211546666666665,11.213381666666667
18:24:19.975094,282,0.1655410293160818,-0.04671010371190142,0.15881435262044571,14.205988333333332,11.23228
18:24:20.074111,283,0.2704778523172359,-0.044466285009478496,0.26679771005688996,14.201541666666666,11.25896
18:24:20.184083,284,0.1985527766853925,-0.050530351219789695,0.1920153346352422,14.195983333333333,11.280081666666666
18:24:20.296086,285,0.1502206253678192,0.0,0.1502206253678192,14.195983333333333,11.296756666666667
18:24:20.702111,287,0.11630103683309058,-0.019119772677924664,0.11471863606753865,14.188201666666666,11.343446666666665
18:24:20.798089,288,0.1408985459158923,0.011700987356267928,0.14041184827535483,14.189313333333331,11.356786666666666
18:24:20.911088,289,0.20682761004854464,0.009837786175207301,0.20659350967918558,14.190425,11.380131666666667
18:24:21.031086,290,0.11025071105698311,0.0,0.11025071105698311,14.190425,11.393471666666665
18:24:21.137089,291,0.10389489772801799,0.0,0.10389489772801799,14.190425,11.404588333333331
18:24:21.247088,292,0.17209905578056728,0.010106004531380863,0.171802077033354,14.191536666666666,11.423486666666667
18:24:21.343089,293,0.14235579976763618,-0.023403149318863024,0.1404188959130584,14.189313333333331,11.436826666666667
18:24:21.437087,294,0.10903437450575336,-0.023652876779501755,0.10643794550776797,14.187089999999998,11.446831666666666
18:24:21.565088,295,0.1392317830353092,-0.008685040004065153,0.1389606400651609,14.185978333333333,11.464618333333332
18:24:21.660088,296,0.14323290258971197,-0.03473908155536864,0.1389563262214548,14.182643333333331,11.477958333333333
18:24:21.783088,297,0.10023343296221879,0.0,0.10023343296221879,14.182643333333331,11.490186666666666
18:24:21.895114,298,0.1821455557836989,-0.010103617553468534,0.18186511596258867,14.181531666666666,11.510196666666666
18:24:21.974761,299,0.21126452012096483,-0.027921504902428868,0.2094112867682284,14.179308333333333,11.526871666666665
18:24:22.062743,300,0.12595944851010762,0.024702680225939404,0.12351340112969701,14.181531666666666,11.537988333333331
18:24:22.449687,302,0.13515216231601976,0.005745955882095878,0.1350299632292654,14.183755,11.590236666666668
18:24:22.550691,303,0.22458404422960943,0.0,0.22458404422960943,14.183755,11.612469999999998
18:24:22.631667,304,0.34856973799120294,0.013396623300988442,0.34831220582601935,14.184866666666665,11.641373333333332
18:24:22.718686,305,0.32331707809963045,-0.012922349376319697,0.32305873440827887,14.183755,11.669164999999998
18:24:22.814684,306,0.2544661576907066,-0.03438173806177104,0.2521327457862689,14.180419999999998,11.693621666666665
